,number,forename,surname,dob,nationality,points,wins,avgMillisecondsLap,pitStop,lapOfPitStop,timeOfPitStop,MillisecondsOfPitStop,startingPos,finalPos,totalLaps,timeToFinish,millisecondsToFinish,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,year,raceNumber,name,date,time,status,location,country,lat,lng,alt
6131,4,Lando,Norris,1999-11-13,British,45.0,0,78956.08450704225,2,53,15:19:55,23355,10,8,71,+11.204,5605882,63,7,1:12.328,214.472,2019,20,Brazilian Grand Prix,2019-11-17,17:10:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6132,63,George,Russell,1998-02-15,British,0.0,0,78989.81690140846,1,23,14:42:37,22500,18,12,71,+13.599,5608277,57,19,1:13.752,210.331,2019,20,Brazilian Grand Prix,2019-11-17,17:10:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6133,63,George,Russell,1998-02-15,British,0.0,0,78989.81690140846,2,54,15:22:31,23199,18,12,71,+13.599,5608277,57,19,1:13.752,210.331,2019,20,Brazilian Grand Prix,2019-11-17,17:10:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6134,63,George,Russell,1998-02-15,British,0.0,0,78989.81690140846,3,66,15:38:17,22441,18,12,71,+13.599,5608277,57,19,1:13.752,210.331,2019,20,Brazilian Grand Prix,2019-11-17,17:10:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6135,23,Alexander,Albon,1996-03-23,Thai,84.0,0,79008.52112676056,1,24,14:42:52,23073,5,14,71,+14.927,5609605,52,4,1:11.087,218.217,2019,20,Brazilian Grand Prix,2019-11-17,17:10:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6136,23,Alexander,Albon,1996-03-23,Thai,84.0,0,79008.52112676056,2,50,15:14:54,23071,5,14,71,+14.927,5609605,52,4,1:11.087,218.217,2019,20,Brazilian Grand Prix,2019-11-17,17:10:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6137,44,Lewis,Hamilton,1985-01-07,British,318.5,6,78068.32394366198,1,7,14:12:37,17910,10,1,71,1:32:22.851,5542851,46,2,1:11.982,215.503,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6138,44,Lewis,Hamilton,1985-01-07,British,318.5,6,78068.32394366198,2,8,14:14:49,18660,10,1,71,1:32:22.851,5542851,46,2,1:11.982,215.503,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6139,44,Lewis,Hamilton,1985-01-07,British,318.5,6,78068.32394366198,3,26,14:39:27,22690,10,1,71,1:32:22.851,5542851,46,2,1:11.982,215.503,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6140,44,Lewis,Hamilton,1985-01-07,British,318.5,6,78068.32394366198,4,43,15:00:52,22664,10,1,71,1:32:22.851,5542851,46,2,1:11.982,215.503,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6141,11,Sergio,Pérez,1990-01-26,Mexican,178.0,1,78630.85915492958,1,7,14:12:34,18308,4,4,71,+39.940,5582791,71,1,1:11.010,218.453,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6142,11,Sergio,Pérez,1990-01-26,Mexican,178.0,1,78630.85915492958,2,8,14:14:48,18136,4,4,71,+39.940,5582791,71,1,1:11.010,218.453,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6143,11,Sergio,Pérez,1990-01-26,Mexican,178.0,1,78630.85915492958,3,28,14:42:01,23165,4,4,71,+39.940,5582791,71,1,1:11.010,218.453,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6144,11,Sergio,Pérez,1990-01-26,Mexican,178.0,1,78630.85915492958,4,42,14:59:48,22656,4,4,71,+39.940,5582791,71,1,1:11.010,218.453,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6145,11,Sergio,Pérez,1990-01-26,Mexican,178.0,1,78630.85915492958,5,69,15:33:06,22916,4,4,71,+39.940,5582791,71,1,1:11.010,218.453,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6146,77,Valtteri,Bottas,1989-08-28,Finnish,203.0,1,78259.5352112676,1,7,14:12:38,17899,1,3,71,+13.576,5556427,49,4,1:12.526,213.887,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6147,77,Valtteri,Bottas,1989-08-28,Finnish,203.0,1,78259.5352112676,2,8,14:14:50,17837,1,3,71,+13.576,5556427,49,4,1:12.526,213.887,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6148,77,Valtteri,Bottas,1989-08-28,Finnish,203.0,1,78259.5352112676,3,30,14:44:40,23263,1,3,71,+13.576,5556427,49,4,1:12.526,213.887,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6149,77,Valtteri,Bottas,1989-08-28,Finnish,203.0,1,78259.5352112676,4,41,14:58:30,22856,1,3,71,+13.576,5556427,49,4,1:12.526,213.887,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6150,33,Max,Verstappen,1997-09-30,Dutch,332.5,9,78216.15492957746,1,7,14:12:32,17916,2,2,71,+10.496,5553347,47,3,1:12.486,214.005,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6151,33,Max,Verstappen,1997-09-30,Dutch,332.5,9,78216.15492957746,2,8,14:14:46,17807,2,2,71,+10.496,5553347,47,3,1:12.486,214.005,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6152,33,Max,Verstappen,1997-09-30,Dutch,332.5,9,78216.15492957746,3,27,14:40:38,22722,2,2,71,+10.496,5553347,47,3,1:12.486,214.005,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6153,33,Max,Verstappen,1997-09-30,Dutch,332.5,9,78216.15492957746,4,40,14:57:11,22766,2,2,71,+10.496,5553347,47,3,1:12.486,214.005,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6154,55,Carlos,Sainz,1994-09-01,Spanish,139.5,0,78798.18309859154,1,7,14:12:42,18460,3,6,71,+51.820,5594671,63,6,1:12.710,213.346,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6155,55,Carlos,Sainz,1994-09-01,Spanish,139.5,0,78798.18309859154,2,8,14:14:54,18373,3,6,71,+51.820,5594671,63,6,1:12.710,213.346,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6156,55,Carlos,Sainz,1994-09-01,Spanish,139.5,0,78798.18309859154,3,26,14:39:40,23321,3,6,71,+51.820,5594671,63,6,1:12.710,213.346,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6157,55,Carlos,Sainz,1994-09-01,Spanish,139.5,0,78798.18309859154,4,53,15:13:50,22745,3,6,71,+51.820,5594671,63,6,1:12.710,213.346,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6158,16,Charles,Leclerc,1997-10-16,Monegasque,148.0,0,78765.74647887323,1,7,14:12:40,17943,6,5,71,+49.517,5592368,61,7,1:12.822,213.018,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6159,16,Charles,Leclerc,1997-10-16,Monegasque,148.0,0,78765.74647887323,2,8,14:14:52,17771,6,5,71,+49.517,5592368,61,7,1:12.822,213.018,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6160,16,Charles,Leclerc,1997-10-16,Monegasque,148.0,0,78765.74647887323,3,27,14:40:53,22667,6,5,71,+49.517,5592368,61,7,1:12.822,213.018,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6161,16,Charles,Leclerc,1997-10-16,Monegasque,148.0,0,78765.74647887323,4,52,15:12:32,23064,6,5,71,+49.517,5592368,61,7,1:12.822,213.018,2021,19,São Paulo Grand Prix,2021-11-14,17:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6162,44,Lewis,Hamilton,1985-01-07,British,240.0,0,83317.92957746479,1,29,15:43:41,24081,2,2,71,+1.529,5915573,63,2,1:13.942,209.791,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6163,44,Lewis,Hamilton,1985-01-07,British,240.0,0,83317.92957746479,2,48,16:08:02,23415,2,2,71,+1.529,5915573,63,2,1:13.942,209.791,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6164,14,Fernando,Alonso,1981-07-29,Spanish,81.0,0,83431.05633802817,1,14,15:24:40,23478,17,5,71,+9.561,5923605,62,4,1:14.164,209.163,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6165,14,Fernando,Alonso,1981-07-29,Spanish,81.0,0,83431.05633802817,2,35,15:51:56,28855,17,5,71,+9.561,5923605,62,4,1:14.164,209.163,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6166,14,Fernando,Alonso,1981-07-29,Spanish,81.0,0,83431.05633802817,3,52,16:13:58,23790,17,5,71,+9.561,5923605,62,4,1:14.164,209.163,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6167,5,Sebastian,Vettel,1987-07-03,German,36.0,0,83665.1690140845,1,26,15:40:04,24248,9,11,71,+26.183,5940227,64,15,1:15.549,205.328,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6168,5,Sebastian,Vettel,1987-07-03,German,36.0,0,83665.1690140845,2,45,16:04:49,24028,9,11,71,+26.183,5940227,64,15,1:15.549,205.328,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6169,10,Pierre,Gasly,1996-02-07,French,23.0,0,83674.80281690141,1,19,15:31:04,23460,10,14,71,+31.867,5945911,64,12,1:15.327,205.934,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6170,10,Pierre,Gasly,1996-02-07,French,23.0,0,83674.80281690141,2,35,15:52:05,23328,10,14,71,+31.867,5945911,64,12,1:15.327,205.934,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6171,10,Pierre,Gasly,1996-02-07,French,23.0,0,83674.80281690141,3,52,16:14:19,23009,10,14,71,+31.867,5945911,64,12,1:15.327,205.934,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6172,11,Sergio,Pérez,1990-01-26,Mexican,290.0,2,83494.7042253521,1,23,15:35:54,22869,4,7,71,+14.080,5928124,62,7,1:14.283,208.828,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6173,11,Sergio,Pérez,1990-01-26,Mexican,290.0,2,83494.7042253521,2,47,16:06:49,23152,4,7,71,+14.080,5928124,62,7,1:14.283,208.828,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6174,77,Valtteri,Bottas,1989-08-28,Finnish,49.0,0,83614.02816901408,1,24,15:37:32,23908,14,9,71,+22.552,5936596,62,14,1:15.511,205.432,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6175,77,Valtteri,Bottas,1989-08-28,Finnish,49.0,0,83614.02816901408,2,45,16:04:45,24616,14,9,71,+22.552,5936596,62,14,1:15.511,205.432,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6176,33,Max,Verstappen,1997-09-30,Dutch,429.0,14,83438.02816901408,1,7,15:15:34,30942,3,6,71,+10.056,5924100,64,5,1:14.195,209.076,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6177,33,Max,Verstappen,1997-09-30,Dutch,429.0,14,83438.02816901408,2,23,15:36:31,31682,3,6,71,+10.056,5924100,64,5,1:14.195,209.076,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6178,33,Max,Verstappen,1997-09-30,Dutch,429.0,14,83438.02816901408,3,48,16:08:48,24102,3,6,71,+10.056,5924100,64,5,1:14.195,209.076,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6179,55,Carlos,Sainz,1994-09-01,Spanish,234.0,1,83353.45070422535,1,17,15:28:17,25206,7,3,71,+4.051,5918095,65,3,1:13.953,209.760,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6180,55,Carlos,Sainz,1994-09-01,Spanish,234.0,1,83353.45070422535,2,36,15:52:50,23483,7,3,71,+4.051,5918095,65,3,1:13.953,209.760,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6181,55,Carlos,Sainz,1994-09-01,Spanish,234.0,1,83353.45070422535,3,53,16:14:50,23816,7,3,71,+4.051,5918095,65,3,1:13.953,209.760,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6182,31,Esteban,Ocon,1996-09-17,French,86.0,0,83559.6338028169,1,24,15:37:35,23868,16,8,71,+18.690,5932734,65,9,1:15.093,206.575,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6183,31,Esteban,Ocon,1996-09-17,French,86.0,0,83559.6338028169,2,47,16:07:25,24445,16,8,71,+18.690,5932734,65,9,1:15.093,206.575,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6184,18,Lance,Stroll,1998-10-29,Canadian,14.0,0,83628.11267605633,1,29,15:44:14,23469,15,10,71,+23.552,5937596,50,8,1:14.831,207.299,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6185,18,Lance,Stroll,1998-10-29,Canadian,14.0,0,83628.11267605633,2,48,16:08:59,23764,15,10,71,+23.552,5937596,50,8,1:14.831,207.299,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6186,16,Charles,Leclerc,1997-10-16,Monegasque,290.0,3,83415.28169014085,1,7,15:15:42,30080,5,4,71,+8.441,5922485,63,6,1:14.253,208.912,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6187,16,Charles,Leclerc,1997-10-16,Monegasque,290.0,3,83415.28169014085,2,21,15:34:01,23172,5,4,71,+8.441,5922485,63,6,1:14.253,208.912,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6188,16,Charles,Leclerc,1997-10-16,Monegasque,290.0,3,83415.28169014085,3,44,16:03:38,23124,5,4,71,+8.441,5922485,63,6,1:14.253,208.912,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6189,63,George,Russell,1998-02-15,British,265.0,1,83296.39436619719,1,24,15:37:06,23521,1,1,71,1:38:34.044,5914044,61,1,1:13.785,210.237,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6190,63,George,Russell,1998-02-15,British,265.0,1,83296.39436619719,2,49,16:09:08,23480,1,1,71,1:38:34.044,5914044,61,1,1:13.785,210.237,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6191,23,Alexander,Albon,1996-03-23,Thai,4.0,0,83803.66197183098,1,4,15:10:31,24361,19,15,71,+36.016,5950060,49,16,1:15.613,205.155,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6192,23,Alexander,Albon,1996-03-23,Thai,4.0,0,83803.66197183098,2,25,15:39:08,23352,19,15,71,+36.016,5950060,49,16,1:15.613,205.155,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6193,23,Alexander,Albon,1996-03-23,Thai,4.0,0,83803.66197183098,3,47,16:07:54,23322,19,15,71,+36.016,5950060,49,16,1:15.613,205.155,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6194,6,Nicholas,Latifi,1995-06-29,Canadian,2.0,0,83818.05633802817,1,20,15:32:40,28807,18,16,71,+37.038,5951082,59,11,1:15.327,205.934,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6195,6,Nicholas,Latifi,1995-06-29,Canadian,2.0,0,83818.05633802817,2,32,15:48:45,24292,18,16,71,+37.038,5951082,59,11,1:15.327,205.934,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6196,6,Nicholas,Latifi,1995-06-29,Canadian,2.0,0,83818.05633802817,3,52,16:15:23,23640,18,16,71,+37.038,5951082,59,11,1:15.327,205.934,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6197,47,Mick,Schumacher,1999-03-22,German,12.0,0,83717.50704225352,1,24,15:37:40,24487,12,13,71,+29.899,5943943,63,10,1:15.251,206.142,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6198,47,Mick,Schumacher,1999-03-22,German,12.0,0,83717.50704225352,2,46,16:06:22,25156,12,13,71,+29.899,5943943,63,10,1:15.251,206.142,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6199,24,Guanyu,Zhou,1999-05-30,Chinese,6.0,0,83709.42253521127,1,16,15:27:16,24332,13,12,71,+29.325,5943369,64,17,1:15.802,204.643,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6200,24,Guanyu,Zhou,1999-05-30,Chinese,6.0,0,83709.42253521127,2,37,15:54:45,25111,13,12,71,+29.325,5943369,64,17,1:15.802,204.643,2022,21,Brazilian Grand Prix,2022-11-13,18:00:00,Finished,São Paulo,Brazil,-23.7036,-46.6997,785
6201,6,Nico,Rosberg,1985-06-27,German,89.0,0,79329.08571428571,1,16,14:24:30,20773,6,7,70,\N,\N,45,10,1:17.207,200.919,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6202,6,Nico,Rosberg,1985-06-27,German,89.0,0,79329.08571428571,2,42,14:58:56,20658,6,7,70,\N,\N,45,10,1:17.207,200.919,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6203,99,Adrian,Sutil,1983-01-11,German,42.0,0,79203.35714285714,1,14,14:21:51,21097,8,6,70,\N,\N,36,8,1:17.161,201.039,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6204,99,Adrian,Sutil,1983-01-11,German,42.0,0,79203.35714285714,2,31,14:44:24,20900,8,6,70,\N,\N,36,8,1:17.161,201.039,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6205,99,Adrian,Sutil,1983-01-11,German,42.0,0,79203.35714285714,3,45,15:02:49,21138,8,6,70,\N,\N,36,8,1:17.161,201.039,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6206,\N,Rubens,Barrichello,1972-05-23,Brazilian,4.0,0,79999.37142857142,1,16,14:24:50,21537,12,14,70,\N,\N,70,6,1:16.684,202.289,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6207,\N,Rubens,Barrichello,1972-05-23,Brazilian,4.0,0,79999.37142857142,2,34,14:48:56,22590,12,14,70,\N,\N,70,6,1:16.684,202.289,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6208,\N,Rubens,Barrichello,1972-05-23,Brazilian,4.0,0,79999.37142857142,3,53,15:14:17,21638,12,14,70,\N,\N,70,6,1:16.684,202.289,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6209,\N,Michael,Schumacher,1969-01-03,German,76.0,0,80058.78571428571,1,10,14:17:19,25481,10,15,70,\N,\N,62,5,1:16.681,202.297,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6210,\N,Michael,Schumacher,1969-01-03,German,76.0,0,80058.78571428571,2,32,14:46:47,20782,10,15,70,\N,\N,62,5,1:16.681,202.297,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6211,\N,Michael,Schumacher,1969-01-03,German,76.0,0,80058.78571428571,3,51,15:11:49,21373,10,15,70,\N,\N,62,5,1:16.681,202.297,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6212,\N,Sébastien,Buemi,1988-10-31,Swiss,15.0,0,79784.05714285714,1,19,14:28:43,22417,14,12,70,\N,\N,59,13,1:17.428,200.346,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6213,\N,Sébastien,Buemi,1988-10-31,Swiss,15.0,0,79784.05714285714,2,42,14:59:19,22461,14,12,70,\N,\N,59,13,1:17.428,200.346,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6214,\N,Jaime,Alguersuari,1990-03-23,Spanish,26.0,0,79622.0142857143,1,21,14:31:26,22773,13,11,70,\N,\N,55,9,1:17.162,201.036,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6215,\N,Jaime,Alguersuari,1990-03-23,Spanish,26.0,0,79622.0142857143,2,48,15:07:11,21855,13,11,70,\N,\N,55,9,1:17.162,201.036,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6216,10,Kamui,Kobayashi,1986-09-13,Japanese,30.0,0,79536.78571428571,1,21,14:31:18,25117,16,9,70,\N,\N,55,15,1:17.644,199.788,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6217,10,Kamui,Kobayashi,1986-09-13,Japanese,30.0,0,79536.78571428571,2,43,15:00:26,21231,16,9,70,\N,\N,55,15,1:17.644,199.788,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6218,\N,Vitaly,Petrov,1984-09-08,Russian,37.0,0,79575.61428571428,1,13,14:20:39,21169,15,10,70,\N,\N,58,7,1:17.011,201.430,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6219,\N,Vitaly,Petrov,1984-09-08,Russian,37.0,0,79575.61428571428,2,30,14:43:17,23102,15,10,70,\N,\N,58,7,1:17.011,201.430,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6220,\N,Vitaly,Petrov,1984-09-08,Russian,37.0,0,79575.61428571428,3,45,15:03:14,21781,15,10,70,\N,\N,58,7,1:17.011,201.430,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6221,\N,Paul,di Resta,1986-04-16,British,27.0,0,79471.21428571429,1,17,14:25:58,20745,11,8,70,\N,\N,64,14,1:17.452,200.284,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6222,\N,Paul,di Resta,1986-04-16,British,27.0,0,79471.21428571429,2,40,14:56:27,21767,11,8,70,\N,\N,64,14,1:17.452,200.284,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6223,11,Sergio,Pérez,1990-01-26,Mexican,14.0,0,79937.55714285714,1,20,14:30:05,22221,17,13,70,\N,\N,63,16,1:17.780,199.439,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6224,11,Sergio,Pérez,1990-01-26,Mexican,14.0,0,79937.55714285714,2,44,15:02:10,21337,17,13,70,\N,\N,63,16,1:17.780,199.439,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6225,6,Nico,Rosberg,1985-06-27,German,93.0,1,90919.31428571428,1,9,14:16:06,23018,9,15,70,\N,\N,38,16,1:20.266,193.262,2012,20,Brazilian Grand Prix,2012-11-25,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6226,6,Nico,Rosberg,1985-06-27,German,93.0,1,90919.31428571428,2,18,14:29:54,21806,9,15,70,\N,\N,38,16,1:20.266,193.262,2012,20,Brazilian Grand Prix,2012-11-25,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
6227,6,Nico,Rosberg,1985-06-27,German,93.0,1,90919.31428571428,3,20,14:33:42,24262,9,15,70,\N,\N,38,16,1:20.266,193.262,2012,20,Brazilian Grand Prix,2012-11-25,16:00:00,+1 Lap,São Paulo,Brazil,-23.7036,-46.6997,785
